,name,popularity,id,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,hit
50,ELEVEN,72,7n2FZQsaLb7ZRfRPfEeIvr,0.828,0.731,9,-3.033,1,0.111,0.0617,0.0,0.048,0.587,119.978,178453,4,hit
51,Deja Vu,80,3aAnwyBJY9OLNLqSgd4fZU,0.357,0.572,5,-5.339,0,0.069,0.0811,0.0,0.145,0.238,162.844,171428,4,hit
52,Talk that Talk,72,0RDqNCRBGrSegk16Avfzuq,0.772,0.907,3,-2.438,0,0.124,0.136,0.0,0.334,0.783,119.973,177467,4,hit
53,UNKNOWN,64,4uagvpI1cLBr4CX6lKItFG,0.758,0.725,6,-4.876,1,0.0548,0.531,0.000801,0.137,0.538,125.973,213973,4,hit
54,3D (feat. Jack Harlow),81,6ehWdR7cGDXnT7aKEASJxE,0.853,0.824,1,-3.287,1,0.103,0.0322,0.0,0.0859,0.888,108.044,201812,4,hit
55,Monster,64,7GbUWl6qLW1gdngbEV2WDJ,0.618,0.76,6,-4.312,1,0.0596,0.0066,0.0,0.127,0.541,150.0,221341,4,hit
56,VILLAIN,72,3QSjVPObHxuAJc3E5nrjRn,0.653,0.634,5,-5.875,0,0.0391,0.0232,0.0,0.0908,0.306,160.013,199125,4,hit
57,WHATS POPPIN,76,1jaTQ3nqY3oAAYyCTbIvnM,0.923,0.604,11,-6.671,0,0.245,0.017,0.0,0.272,0.826,145.062,139741,4,hit
58,Seven (feat. Latto) (Clean Ver.),78,7Hcj0duTWiCSYDtJaztNIt,0.786,0.83,1,-3.964,0,0.0437,0.277,0.0,0.0789,0.891,124.995,183551,4,hit
59,How You Like That,79,4SFknyjLcyTLJFPKD2m96o,0.812,0.761,11,-5.222,1,0.0812,0.0465,0.000135,0.0601,0.344,130.032,182956,4,hit
60,God’s Menu,74,4XPXrcpyNr30Km6aPiflJy,0.689,0.771,5,-3.618,1,0.0548,0.00776,0.0,0.521,0.482,157.052,167922,4,hit
61,Perfect Night,86,74X2u8JMVooG2QbjRxXwR8,0.697,0.82,5,-4.502,1,0.0308,0.1,0.0,0.0631,0.502,136.054,159080,4,hit
62,Closer Than This,83,3k6q0O9JnO2GhvD6C8fs20,0.716,0.54,0,-5.951,1,0.0381,0.389,0.0,0.0692,0.373,87.963,223302,4,hit
63,ETA,80,56v8WEnGzLByGsDAXDiv4d,0.812,0.749,10,-6.389,0,0.0397,0.108,0.0,0.0599,0.841,134.971,151373,4,hit
64,3D (feat. Jack Harlow),81,01qFKNWq73UfEslI0GvumE,0.853,0.824,1,-3.287,1,0.103,0.0322,0.0,0.0859,0.888,108.044,201812,4,hit
65,ANTIFRAGILE,77,0bMoNdAnxNR0OuQbGDovrr,0.879,0.784,10,-3.944,0,0.081,0.0759,0.0,0.125,0.83,105.019,184444,4,hit
66,Smart,86,4lR8sYGMGZPvthF2yUfo7T,0.799,0.675,1,-5.474,1,0.0465,0.115,0.0,0.0833,0.594,113.076,166384,4,hit
67,WANNABE,71,4pspYVQGFHLPEFgQPD1J7e,0.809,0.911,6,-4.41,0,0.0617,0.00795,0.000179,0.181,0.64,122.035,191242,4,hit
68,Hurt,74,5expoVGQPvXuwBBFuNGqBd,0.599,0.446,10,-6.511,0,0.0833,0.731,0.0,0.105,0.567,179.877,177947,4,hit
69,Tell Me,69,2UuKZDzjZ7cVMOvpmuAMYj,0.792,0.924,6,-6.866,0,0.0327,0.104,0.000224,0.336,0.968,127.003,217000,4,hit
70,Zombie,57,0vPLEyGAlxDAMxFvnwHgUB,0.79,0.542,0,-4.119,1,0.0438,0.0117,0.0,0.0818,0.527,121.982,209259,4,flop
71,SoulMate (feat. IU),54,1pz24zu5H9A0S1a2NKT4F0,0.855,0.58,5,-6.951,1,0.141,0.234,0.0,0.0965,0.518,96.998,219391,4,flop
75,Deja Vu,56,24NrkwIc5BzCUqzJaG6USZ,0.357,0.572,5,-5.339,0,0.069,0.0811,0.0,0.145,0.238,162.844,171428,4,flop
76,ZOOM,51,18OjYSOz2ryc2vLmAeG2de,0.808,0.809,11,-1.625,0,0.078,0.696,5.39e-05,0.163,0.823,89.937,184187,4,flop
77,How Do You Think,43,1xfu5RELA5t2E2KeOG2ePD,0.877,0.516,6,-6.045,1,0.0341,0.491,0.0,0.0908,0.884,100.965,205693,4,flop
78,Q&A,46,0S6giCcEzgm7SzK6cczMKc,0.802,0.893,11,-4.103,1,0.0852,0.0614,0.0,0.226,0.593,120.003,206165,4,flop
82,Up!,56,3XZAvh2NCDQYHgJei35VQ1,0.753,0.932,6,-2.706,1,0.119,0.0205,4.31e-06,0.0326,0.918,124.006,192027,4,flop
83,Question,53,2vfgmmnUDkZNs75AJm7lev,0.772,0.814,4,-4.295,0,0.0793,0.0179,0.0,0.0808,0.531,98.026,184360,4,flop
92,Q,44,7InQksdtYDvSHViGVuhRrj,0.664,0.856,0,-4.668,1,0.034,0.311,0.0,0.437,0.729,138.008,210760,4,flop
96,ZOOM ZOOM,51,3DZwsHxTYjCcMUTcSkATPl,0.674,0.941,8,-2.109,1,0.0791,0.0322,2.09e-05,0.338,0.723,124.962,192733,4,flop
97,V,45,3f5XXfnwDmo3z8fJPb9Oxa,0.827,0.563,10,-7.726,1,0.161,0.421,0.0,0.155,0.856,129.969,227084,4,flop
98,Queen Of The Party,52,7owXmiwfpFAZW24qNPyYfr,0.818,0.764,9,-3.195,1,0.0722,0.0641,3.14e-06,0.0705,0.5,100.085,186560,4,flop
99,Make A Wish (Birthday Song),53,6FdShjf7nA2cqEnpv1tIia,0.732,0.795,8,-2.263,1,0.1,0.0632,0.0,0.0569,0.693,100.954,229400,4,flop
100,Je Ne Sais Quoi,47,0RRulrevan6sxj7KfMBi6k,0.753,0.759,5,-4.308,0,0.0867,0.129,1.53e-06,0.19,0.446,91.968,215827,4,flop
101,More Than A Woman,69,2cX2coZS1PYBfPs8wgbdWE,0.601,0.703,7,-6.24,1,0.0379,0.175,8.4e-05,0.571,0.673,106.164,196213,4,hit
102,Oh Girl,54,0cFlXjTxFdMGGPfLVpt3Wv,0.418,0.402,10,-12.942,1,0.0288,0.226,0.0,0.103,0.601,133.683,216280,4,flop
103,How Deep Is Your Love,78,2JoZzpdeP2G6Csfdq5aLXP,0.633,0.357,5,-9.366,0,0.0264,0.105,0.0,0.133,0.674,104.938,245200,4,hit
112,Let's Groove,77,3koCCeSaVUyrRo3N2gHrd8,0.869,0.648,11,-8.698,0,0.0633,0.121,2.17e-05,0.126,0.9,125.035,339320,4,hit
113,Through the Fire,63,7gh2v4IHnxdiwSgA6xluhe,0.563,0.593,8,-7.099,1,0.0322,0.192,1.85e-05,0.145,0.428,130.744,288653,4,hit
117,To Love Somebody,69,0mbS3VwRbO6HVBMPXnzOGA,0.423,0.384,9,-12.503,1,0.0315,0.729,4.11e-06,0.27,0.521,90.43,182000,4,hit
118,Wake Up Everybody (feat. Teddy Pendergrass),57,5kQ2ZEav7TgUoLSLrm7h8S,0.565,0.644,6,-8.116,1,0.0696,0.426,0.0,0.264,0.633,97.716,452773,4,flop
119,This Will Be (An Everlasting Love),76,0PDCewmZCp0P5s00bptcdd,0.685,0.623,8,-11.146,1,0.042,0.228,0.00234,0.0295,0.896,126.739,171960,4,hit
120,Word Up,64,7LoGfKBAaOl0nxhodJ1240,0.878,0.84,6,-13.105,0,0.064,0.0421,0.0035,0.053,0.882,116.222,260000,4,hit
121,Walk on By,66,3xsOtNxtBW0oTI1OWKAzTm,0.7,0.33,5,-9.027,1,0.0303,0.719,8.6e-05,0.136,0.524,98.605,178333,4,hit
122,I Love The Nightlife,43,3ChXTNUIdmlFStxCtM3Q6a,0.519,0.655,0,-5.837,1,0.0449,0.315,0.8,0.137,0.892,125.177,337373,4,flop
123,Upside Down,70,3pbtBomO4Zt5gGiqsYeiBH,0.873,0.855,5,-8.559,0,0.0615,0.179,0.0285,0.0377,0.884,107.868,245600,4,hit
124,Boogie Wonderland,76,6ztstiyZL6FXzh4aG46ZPD,0.802,0.756,2,-10.791,0,0.0349,0.0843,0.00765,0.0521,0.963,131.715,288293,4,hit
128,Crave You - Adventure Club Remix,59,5jdGLLEA1e85jy9VYdggoP,0.643,0.693,1,-5.645,0,0.0946,0.00595,0.000118,0.0726,0.083,140.0,236931,4,flop
129,I Can't Wait,59,647q0KZHceDZTyLExHU0ue,0.785,0.844,7,-4.63,0,0.0574,0.166,0.002,0.0681,0.94,103.968,218827,4,flop
133,Boogie Shoes - 2004 Remaster,68,37d8O4cIq36tssCoJnhJxg,0.931,0.801,4,-10.725,1,0.0548,0.496,0.379,0.0563,0.971,119.533,132040,4,hit
134,"World, Hold On - FISHER Rework",66,6quGF3Kvzd5WYEEuCmvCe1,0.781,0.889,1,-5.298,0,0.0573,0.00664,0.00571,0.098,0.859,127.01,178305,4,hit
135,Hot Stuff,69,2zMJN9JvDlvGP4jB03l1Bz,0.823,0.743,0,-13.98,1,0.0316,0.00559,0.0306,0.0707,0.966,120.471,314760,4,hit
136,Vente,51,5il5NxrB2dsemKG7T7uLGO,0.749,0.874,7,-6.839,1,0.0374,0.00903,0.643,0.0994,0.752,128.012,182892,4,flop
140,Wildflowers,60,5xl0p7WkEry8QAOxTs28kY,0.728,0.544,9,-7.848,0,0.0502,0.347,0.576,0.179,0.255,101.029,217987,4,hit
141,Cutie Pie,56,3kim6v8wY7HLPaNmw99SxD,0.868,0.541,2,-10.051,1,0.053,0.105,3.84e-05,0.046,0.96,102.471,328893,4,flop
143,Get Down On It,65,4Cv6ongCvJy9JfSkWVnb5D,0.847,0.389,9,-15.362,0,0.0569,0.0753,1.2e-05,0.0471,0.968,111.52,293667,4,hit
144,I'll Be Around,66,2vLaES21zwbX1Rnmj56Bbb,0.593,0.791,8,-8.698,0,0.068,0.175,0.0,0.0976,0.63,112.295,188800,4,hit
145,Midnight Train to Georgia,69,7MF7QAodbGzNYav5ZfIhAY,0.595,0.379,10,-12.058,0,0.0454,0.271,2.81e-05,0.1,0.448,92.006,279333,4,hit
146,Boogie Nights,58,4NTSDu34al733aIuUWVJHo,0.629,0.615,11,-10.972,0,0.0433,0.169,7.23e-05,0.132,0.673,118.805,303640,4,flop
147,Two Occasions,59,0mt80ksFAwPHXyAlArU5Yc,0.543,0.667,9,-9.546,0,0.0716,0.0259,3.96e-05,0.299,0.559,169.633,258427,4,flop
151,Encore,49,48ifRcXHbUjc1moUjJcwhx,0.703,0.84,1,-9.805,1,0.0485,0.0333,0.000396,0.997,0.88,108.763,319760,4,flop
152,Whenever You're Away From Me,27,3oUzWMV1BbLK4P4LZc5pr6,0.596,0.328,10,-8.264,1,0.0299,0.307,0.0,0.197,0.378,121.376,262000,4,flop
153,Let the Music Play,58,6b9hm8mvZ2KH7Fl7LLA5ct,0.709,0.687,10,-10.462,0,0.0519,0.000893,0.000151,0.092,0.765,114.717,214379,4,flop
154,Suspended In Time,28,4crvhKM7eKJnU3Susf2D3f,0.653,0.384,4,-9.356,1,0.0266,0.0676,0.0245,0.13,0.141,98.246,235800,4,flop
155,Me Me Me,53,2VMH2r2jqBpxk5kWjM8HCo,0.847,0.869,0,-7.03,1,0.053,0.0117,0.49,0.0436,0.773,124.994,338447,4,flop
0,X,22,4bvvXXAcgK1g2LGK14UejZ,0.715,0.464,11,-9.065,0,0.0346,0.00459,0.763,0.0801,0.577,123.007,365107,4,flop
1,I Do Love You,51,75FAk9JQHHLecKEZ8OZxpK,0.465,0.48,7,-13.653,1,0.202,0.0343,2.93e-06,0.0427,0.365,184.611,288733,4,flop
2,Home,62,4wLZ4zPM9c4oe1VV8ejdWV,0.608,0.37,7,-9.207,1,0.0306,0.844,1.87e-05,0.112,0.349,127.631,225907,4,hit
3,When I Fall In Love,63,6s6h2XK7Nl8lEcTzr7ezeB,0.154,0.215,1,-15.413,1,0.0346,0.676,0.00146,0.112,0.115,166.209,190773,3,hit
12,The Lady Is A Tramp - Remastered 1998,57,4Z4eU8yoBtBGIQPQrhCFr2,0.551,0.144,8,-13.883,0,0.0392,0.515,0.0,0.187,0.648,128.122,194307,4,flop
13,My Way - 2008 Remastered,68,2YkIDPL5lGhRhomCq4S2RO,0.278,0.427,2,-8.688,1,0.0311,0.351,0.0,0.145,0.243,150.836,276253,4,hit
14,Blue Moon - 1999 Remastered,60,5RLzsVW6UNiV2YrOlKwzNN,0.644,0.156,1,-16.529,1,0.0329,0.532,0.0,0.105,0.744,113.96,171427,4,hit
15,The Way You Look Tonight,69,0elmUoU7eMPwZX1Mw1MnQo,0.622,0.24,5,-14.067,0,0.0363,0.798,0.0,0.142,0.587,132.234,202160,4,hit
16,L-O-V-E,75,4QxDOjgpYtQDxxbWPuEJOy,0.425,0.373,4,-7.543,1,0.0801,0.686,0.0,0.077,0.663,78.231,155307,4,hit
21,You Make Me Feel So Young - Remastered 1998,64,2WaYW84yWij5NSCpgSeU2R,0.577,0.306,9,-11.559,1,0.0427,0.383,0.0,0.18,0.568,125.166,177400,4,hit
22,Fly Me To The Moon,62,2dR5WkrpwylTuT3jRWNufa,0.67,0.365,0,-10.158,1,0.0564,0.525,0.0,0.0575,0.45,119.344,147147,4,hit
23,Young At Heart,54,0QbRfr3pJtHGxhIpIMYmbN,0.285,0.113,7,-21.134,1,0.0342,0.842,0.0,0.312,0.303,79.947,174467,4,flop
27,Nature Boy,58,2WMyu5IYgxEuCd6xgFgJrl,0.203,0.0895,2,-19.755,0,0.0404,0.971,0.0213,0.108,0.115,173.451,173533,1,flop
28,Deck The Hall,56,0rHToGels2lt8Y0mCYoF90,0.684,0.437,9,-10.522,1,0.0491,0.742,1.58e-05,0.224,0.964,107.607,68760,4,flop
29,Beyond the Sea,69,3KzgdYUlqV6TOG7JCmx2Wg,0.521,0.516,2,-7.456,0,0.0369,0.723,0.0,0.257,0.569,136.483,172480,4,hit
30,My Way,73,3spdoTYpuCpmq19tuD0bOe,0.401,0.381,2,-7.458,1,0.0274,0.7,0.0,0.122,0.229,75.454,276800,4,hit
31,Fly Me To The Moon (In Other Words),73,5b7OgznPJJr1vHNYGyvxau,0.668,0.26,7,-14.256,1,0.0523,0.453,0.0,0.0621,0.368,119.416,147000,4,hit
32,Fly Me To The Moon,64,7ilc2TB1RZXbQJyFs5qCiC,0.595,0.306,7,-14.404,1,0.0345,0.883,0.000386,0.0733,0.464,133.63,142533,4,hit
33,Call Me Irresponsible - 2001 Remaster,60,0Juciz8gOjrO89qw5KwQV5,0.607,0.347,7,-12.241,1,0.0369,0.695,0.0,0.121,0.644,125.485,124560,4,hit
34,Pennies From Heaven - Remastered,44,4YFczV2yFMNhIuRFiGVdtZ,0.534,0.471,8,-9.571,1,0.19,0.608,0.0,0.0637,0.89,185.398,140560,4,flop
38,King of the Road,52,1swJ3f1M4HL4qLOp2phhcq,0.602,0.118,0,-14.978,1,0.0426,0.748,0.0,0.11,0.598,111.412,142893,4,flop
42,Moon River,56,2KNMqqNd3sLfeN4ukKduRT,0.171,0.0632,0,-20.776,1,0.0327,0.945,2.71e-05,0.121,0.168,81.406,199133,3,flop
43,Zooming In,33,2nnCBTrZByVyw9Ks1HuFiQ,0.674,0.649,10,-8.636,0,0.0414,0.0325,0.846,0.113,0.499,83.994,314310,4,flop
44,My Eyes Adored You,61,2yDQVcj26tpi9IUJhw9xDs,0.461,0.499,11,-10.443,0,0.0316,0.238,0.0,0.135,0.387,137.687,212013,4,hit
45,Can't Take My Eyes off You,71,6ft9PAgNOjmZ2kFVP7LGqb,0.575,0.764,4,-7.448,1,0.0746,0.566,1.07e-05,0.0692,0.536,123.821,203240,4,hit
46,Volare (Nel Blu Di Pinto Di Blu) - Remastered 1998,67,5OkKOkdVTKFrYi6GWXkMzR,0.612,0.144,6,-12.204,0,0.0352,0.88,0.0,0.203,0.343,128.629,181627,4,hit
47,Walk Like a Man,57,4C76SOnBa9eQDwOwe11hPz,0.681,0.64,3,-10.364,1,0.0346,0.605,0.0,0.0641,0.966,117.884,137933,4,flop
48,Everybody Loves Somebody,68,5I9sHwLDX28tLtzVgKLtpr,0.366,0.391,3,-12.322,1,0.0425,0.854,0.0,0.352,0.461,119.182,164547,3,hit
49,It's Beginning to Look a Lot Like Christmas (with Mitchell Ayres & His Orchestra),57,2pXpURmn6zC5ZYDMms6fwa,0.724,0.276,7,-12.25,1,0.0599,0.76,0.0,0.116,0.718,112.874,155933,4,flop
50,"Perhaps, Perhaps, Perhaps",58,0UsdtLayy7SqJ4rUsDMRk8,0.616,0.271,9,-12.215,0,0.0414,0.759,8.47e-06,0.0781,0.649,104.519,151707,4,flop
51,"I Wan'na Be Like You (The Monkey Song) - From ""The Jungle Book"" / Soundtrack Version",50,6FJmVOcQPaRYGiJQRIpWAL,0.747,0.446,7,-13.258,0,0.0989,0.612,0.000109,0.179,0.787,96.636,278347,4,flop
52,Photograph,53,6HOtn3ccKCgz2vQkWFIYnp,0.475,0.403,9,-14.977,1,0.036,0.721,0.0,0.647,0.733,150.666,128987,4,flop
53,I've Got The World On A String,55,13apJo5WpOSe3qmfIYOCp2,0.603,0.44,2,-5.191,1,0.0489,0.756,0.0,0.728,0.525,123.146,128400,4,flop
54,In The Wee Small Hours Of The Morning - Remastered 1998,54,0Hsc0sIaxOxXBZbT3ms2oj,0.29,0.0874,0,-16.119,1,0.0346,0.856,0.000957,0.109,0.0734,114.997,180933,4,flop
55,I Wan'na Be Like You (The Monkey Song),58,2EeVPGHq2I7fjeDfT6LEYX,0.746,0.404,7,-15.09,0,0.0995,0.662,0.000238,0.281,0.795,96.317,279453,4,flop
56,"Civilization (Bongo, Bongo, Bongo) - Single Version",47,7u9eQXm4pzbvNLRyDegMOl,0.628,0.282,8,-12.768,1,0.316,0.648,0.0,0.0974,0.874,155.098,182040,4,flop
57,Merry-Go-Round of Life - from 'Howl's Moving Castle',69,39uLYYZytVUwcjgeYLI409,0.239,0.287,7,-12.565,0,0.0388,0.876,0.644,0.122,0.185,71.608,311107,3,hit
58,SIU,64,22tot0Y6uKuWdAZnEQyB6g,0.679,0.908,11,-2.949,1,0.0379,0.0613,0.000778,0.0711,0.658,119.978,278808,4,hit
62,Zero Eclipse,50,0MemW1DmggDpHBGH4GgiaS,0.637,0.756,7,-4.614,0,0.0314,0.0382,0.0,0.0508,0.334,134.011,253893,4,flop
63,インフェルノ,67,64yajM6CxtLghmgB53VeXT,0.529,0.931,4,-1.538,1,0.0581,0.00955,0.0,0.465,0.695,92.466,212547,4,hit
64,quiet,37,2080NAbONIYrryJFERlNfL,0.48,0.0633,7,-24.847,0,0.0367,0.856,0.904,0.111,0.145,62.07,139664,1,flop
65,QUEEN.,31,2faDA8HeeTjQaIoTN8fwGa,0.551,0.666,1,-9.08,1,0.337,0.291,0.0,0.476,0.62,98.61,175457,4,flop
66,SHOUT OUT,70,5Z2DNRAhs6r4VdINVkRhYY,0.495,0.844,2,-3.65,1,0.0671,0.00315,0.0,0.459,0.486,159.989,228116,4,hit
67,HALF,46,2U8jF9oSHrBm0r3TSnQs3r,0.633,0.912,6,-3.845,1,0.0427,0.00589,1.66e-06,0.145,0.825,105.982,238187,4,flop
68,Polaroid Love,74,5elW2CKSoqjYoJ32AGDxf1,0.738,0.67,7,-3.766,0,0.0439,0.458,0.0,0.361,0.651,138.055,184602,4,hit
69,Viola Saga: Movement 2,41,2LryZ4IpqPYxQFAgYomJcA,0.372,0.335,4,-12.501,0,0.0515,0.984,0.56,0.0914,0.55,95.137,604636,4,flop
70,CORE PRIDE,58,55n4sFy8tjysBcCjQFwX3A,0.482,0.97,2,-3.131,0,0.193,0.005,0.0,0.233,0.441,92.513,258693,4,flop
74,Flicker,61,3TgPwLFXV6GEIsDZANHktY,0.656,0.761,10,-5.112,0,0.092,0.00647,3.35e-06,0.169,0.549,85.149,144371,4,hit
75,Pink,46,5KI8zXj9lxLr1goQoGYaIA,0.69,0.9,11,-3.967,0,0.0317,0.00624,0.0344,0.173,0.961,122.023,222787,4,flop
79,Shinzo wo Sasageyo !,67,5uraJqtCBvLpwt3VeomZdq,0.44,0.983,0,-4.36,1,0.0868,0.22,0.0,0.26,0.203,159.968,341413,4,hit
80,Jump!,42,5QfWgphE9zrEW3oeyKnQlG,0.853,0.631,5,-7.162,0,0.294,0.058,0.0,0.102,0.414,141.934,124211,4,flop
81,インフェルノ,72,2vOAHp8PBBFYqvQUWSoITY,0.533,0.918,4,-2.095,1,0.0616,0.00894,0.0,0.643,0.662,92.504,211600,4,hit
85,Mortal,60,3JdYRIhtpQd56Dj3rhMRoC,0.609,0.453,7,-7.843,1,0.0844,0.589,4.15e-06,0.124,0.341,140.866,227769,4,hit
86,Noir,49,6M0un0cCXjBX4ScJW6Nnro,0.657,0.395,0,-10.15,0,0.0751,0.755,0.461,0.189,0.205,126.232,144762,4,flop
90,VOID WHISPERS,57,41O852z9iRa6nV0oxoARd2,0.769,0.266,0,-9.409,1,0.0842,8.48e-05,0.915,0.154,0.676,119.989,131270,4,flop
91,Smells Blood,64,6ZRxnIHvjN0qTVRwz3PLtO,0.641,0.598,4,-8.485,0,0.0426,0.000586,0.863,0.121,0.161,109.999,109280,4,hit
92,BROLY X LONELY HARDSTYLE,41,7mC8GiXZXO5xx8lwPxESLD,0.269,0.819,6,-5.827,1,0.144,0.236,0.0,0.24,0.481,77.399,207020,4,flop
93,A Town with an Ocean View,61,2ZJ28Rm7OXMYJshLtp5uff,0.524,0.345,7,-15.659,1,0.0261,0.489,0.013,0.342,0.771,106.621,180333,4,hit
94,BUG,57,1fqfev7K0mfX7e1W64pDvA,0.621,0.963,10,-0.766,0,0.0614,0.109,0.0,0.313,0.911,92.994,171613,4,flop
95,DARK ARIA <LV2>,74,5Mg4ZgUgR6whGObRh6UGn0,0.449,0.516,3,-6.814,0,0.0306,0.405,0.0,0.137,0.167,80.022,142080,4,hit
96,Mixed Up,60,6S0By3u06ttb3kU2XEtWnw,0.623,0.9,8,-3.944,0,0.236,0.0486,0.0,0.266,0.773,156.889,183260,4,hit
97,残響散歌,63,2cErTn7DU75ZILisPP34TB,0.378,0.899,11,-4.594,1,0.0968,0.0181,0.0,0.158,0.454,170.88,184893,4,hit
98,ラビットホール,75,6CIQOFf01zQ9qJaqhD6rlH,0.513,0.903,9,-4.82,1,0.164,0.000238,0.000852,0.337,0.821,172.98,159000,4,hit
99,Kaikai Kitan,74,6y4GYuZszeXNOXuBFsJlos,0.584,0.911,5,-3.515,0,0.09,0.0119,0.0,0.119,0.606,92.502,221426,4,hit
100,I'm Toxic,58,6aLzDW8TlgccoWycY99mfU,0.75,0.727,11,-8.445,1,0.0669,0.214,0.0,0.0557,0.847,109.923,116324,4,flop
101,to god knows where - silence,60,7a4ZCgxbjGlcOEDXeadkGS,0.323,0.0015,1,-36.751,1,0.0447,0.992,0.951,0.109,0.298,61.605,204375,4,hit
102,LA ESPADA,65,2KYNQpVdHsqC84TgJa5T7O,0.776,0.837,9,-6.618,0,0.0341,0.14,0.869,0.211,0.729,130.079,177231,4,hit
103,Reflections,67,5Zf25eS8E1znm9mez4cGsm,0.224,0.146,9,-16.331,0,0.0338,0.961,0.712,0.113,0.142,94.255,130693,3,hit
104,Last Dance,58,4gM814NneKElxn37F5Ht7G,0.497,0.838,6,-2.703,0,0.0463,0.000815,0.0,0.0461,0.82,176.025,240497,4,flop
105,Lilac,53,2rXBu0ihul9TtfZ3Gvd1p3,0.741,0.15,8,-16.694,1,0.0593,0.903,0.869,0.117,0.131,69.998,127600,4,flop
106,Zoltraak,57,5v3cE1JozTgYP4sdaDygDE,0.454,0.819,7,-8.229,0,0.053,0.01,0.792,0.105,0.575,145.086,140664,4,flop
107,Cure,51,4WP75fmmfAP4lPEC6eCFJB,0.527,0.987,11,-0.914,1,0.143,3.36e-05,0.0171,0.072,0.391,107.54,170233,4,flop
108,Que Locura Enamorarme De Ti,70,1TMxv8sfUhU55AC6Ul1PU5,0.746,0.786,10,-7.273,0,0.0428,0.538,8e-06,0.0656,0.968,93.767,308040,4,hit
109,Aquel Lugar,71,16c6awlmGfeusU7zoVu5yc,0.75,0.64,4,-4.537,0,0.0365,0.37,0.0,0.122,0.645,92.038,231410,4,hit
110,2 Veces,56,2GSq7XtscfVrH50IOEm98U,0.683,0.742,7,-3.817,1,0.0363,0.409,0.0,0.168,0.941,93.816,178101,4,flop
111,Un verano en Nueva York,59,1q2J8KWeewoqOrZI4a65P9,0.557,0.65,7,-8.897,1,0.0424,0.673,0.122,0.286,0.965,106.1,298516,4,flop
112,Rie y Llora,54,63knvuoSPpfzIwdDuWRSoV,0.833,0.918,2,-4.401,0,0.0327,0.0646,2.49e-05,0.147,0.967,128.023,250373,4,flop
113,Tú Me Haces Falta,66,6ekixEa22KrZuSynAfxQ8i,0.636,0.778,2,-7.244,1,0.0312,0.206,0.000176,0.222,0.909,161.488,281653,4,hit
114,Pequeñas Cosas,62,2YtWJzOcIHGC7uNbANUtPE,0.687,0.578,9,-8.717,1,0.0385,0.623,0.0,0.0858,0.841,176.368,307173,4,hit
115,Virgen,59,5HCGrYR7g9u2X9Ju83yQLm,0.66,0.738,8,-4.816,1,0.0442,0.724,0.000466,0.115,0.755,90.886,271752,4,flop
116,25 Horas,68,5fq4jxlqyjAVFLOB0lZIdT,0.724,0.954,4,-5.027,1,0.0493,0.161,0.000637,0.0516,0.952,125.043,247596,4,hit
117,El Cantante,65,5Uve0jm1RgxKWzdSvncBDO,0.549,0.498,7,-9.203,0,0.0371,0.694,3.87e-05,0.109,0.575,95.345,626880,4,hit
118,Oye,41,2Tiw4uz2XpADqPNE2FjJQ5,0.874,0.613,5,-7.051,1,0.0574,0.124,0.0,0.0855,0.873,112.061,190467,4,flop
119,Brujeria,67,0k1hbeZodoEw34FAdbh8xM,0.795,0.623,7,-5.375,1,0.0461,0.565,1.09e-05,0.062,0.96,93.03,205813,4,hit
120,Me Liberé,61,1IcnHHfeAkdc88LybFWwb9,0.754,0.875,7,-1.94,0,0.0407,0.395,0.0,0.0905,0.967,97.522,263920,4,hit
121,Tu Amor Me Hace Bien - Salsa Version,70,3yEtuhGR8jOtusa29jWrhG,0.691,0.658,0,-6.496,1,0.0359,0.398,4.58e-05,0.112,0.617,97.68,300160,4,hit
122,La Cita,67,54eCgeI2qOXjAbKwnZ2UK0,0.741,0.887,0,-6.156,0,0.0448,0.735,0.000815,0.0905,0.899,87.307,290743,4,hit
123,Yo No Soy Guapo,32,0fTD7a7KjqUUB2Hpfc40nm,0.721,0.938,1,-3.62,1,0.04,0.547,2.6e-05,0.219,0.676,173.408,288615,4,flop
0,Fabricando Fantasías - Salsa Version,64,5bkWgrKyNhMcriQP3CrHEA,0.726,0.857,9,-3.264,1,0.0424,0.244,0.0,0.108,0.928,90.74,272267,4,hit
1,El Preso,56,1Fp4njyRHJYyMTKP899c0q,0.622,0.78,5,-4.687,0,0.038,0.159,0.00431,0.134,0.818,106.16,294000,4,flop
10,Detalles,63,4YOz0Fl5q0cXanSCUtsW13,0.724,0.77,4,-4.024,1,0.0533,0.184,3.7e-05,0.243,0.935,176.243,278872,4,hit
11,Corazon de Acero,74,21nc3O8OncUv1jjSrC1ML2,0.608,0.769,5,-4.028,0,0.0434,0.484,4.77e-06,0.0529,0.948,83.892,225953,4,hit
12,Son Cepillao,28,204tQxKJa8F1ozxID3TS9K,0.809,0.885,5,-2.625,1,0.0377,0.235,0.0,0.218,0.965,90.333,306404,4,flop
14,Amor y Control,60,303cDwi274kSEH0NSR73AX,0.753,0.59,7,-9.622,1,0.0357,0.449,0.0104,0.153,0.863,88.786,352440,4,hit
15,Persona Ideal,71,5H1mAzh396id1TPT0JaItz,0.467,0.715,2,-4.916,0,0.0324,0.398,0.0,0.114,0.841,97.765,281260,4,hit
